trade_date,active_member_count,suspended_member_count,daily_bar_coverage,daily_basic_coverage,industry_coverage,limit_price_coverage,minimum_coverage,passed,issue
2016-08-17,500,18,1.0,1.0,0.99,1.0,0.99,True,
2016-08-18,500,19,1.0,1.0,0.99,1.0,0.99,True,
2016-08-19,500,20,1.0,1.0,0.99,1.0,0.99,True,
2016-08-22,500,18,1.0,1.0,0.99,1.0,0.99,True,
2016-08-23,500,19,1.0,1.0,0.99,1.0,0.99,True,
2016-08-24,500,18,1.0,1.0,0.99,1.0,0.99,True,
2016-08-25,500,20,1.0,1.0,0.99,1.0,0.99,True,
2016-08-26,500,21,1.0,1.0,0.99,1.0,0.99,True,
2016-08-29,500,21,1.0,1.0,0.99,1.0,0.99,True,
2016-08-30,500,21,1.0,1.0,0.99,1.0,0.99,True,
2016-08-31,500,20,1.0,1.0,0.99,1.0,0.99,True,
2016-09-01,500,20,1.0,1.0,0.99,1.0,0.99,True,
2016-09-02,500,24,1.0,1.0,0.99,1.0,0.99,True,
2016-09-05,500,23,1.0,1.0,0.99,1.0,0.99,True,
2016-09-06,500,23,1.0,1.0,0.99,1.0,0.99,True,
2016-09-07,500,25,1.0,1.0,0.99,1.0,0.99,True,
2016-09-08,500,26,1.0,1.0,0.99,1.0,0.99,True,
2016-09-09,500,24,1.0,1.0,0.99,1.0,0.99,True,
2016-09-12,500,27,1.0,1.0,0.99,1.0,0.99,True,
2016-09-13,500,28,1.0,1.0,0.99,1.0,0.99,True,
2016-09-14,500,31,1.0,1.0,0.99,1.0,0.99,True,
2016-09-19,500,31,1.0,1.0,0.99,1.0,0.99,True,
2016-09-20,500,29,1.0,1.0,0.99,1.0,0.99,True,
2016-09-21,500,32,1.0,1.0,0.99,1.0,0.99,True,
2016-09-22,500,33,1.0,1.0,0.99,1.0,0.99,True,
2016-09-23,500,34,1.0,1.0,0.99,1.0,0.99,True,
2016-09-26,500,32,1.0,1.0,0.99,1.0,0.99,True,
2016-09-27,500,34,1.0,1.0,0.99,1.0,0.99,True,
2016-09-28,500,31,1.0,1.0,0.99,1.0,0.99,True,
2016-09-29,500,30,1.0,1.0,0.99,1.0,0.99,True,
2016-09-30,500,28,1.0,1.0,0.99,1.0,0.99,True,
2016-10-10,500,29,1.0,1.0,0.99,1.0,0.99,True,
2016-10-11,500,25,1.0,1.0,0.99,1.0,0.99,True,
2016-10-12,500,24,1.0,1.0,0.99,1.0,0.99,True,
2016-10-13,500,24,1.0,1.0,0.99,1.0,0.99,True,
2016-10-14,500,23,1.0,1.0,0.99,1.0,0.99,True,
2016-10-17,500,23,1.0,1.0,0.99,1.0,0.99,True,
2016-10-18,500,22,1.0,1.0,0.99,1.0,0.99,True,
2016-10-19,500,22,1.0,1.0,0.99,1.0,0.99,True,
2016-10-20,500,23,1.0,1.0,0.99,1.0,0.99,True,
2016-10-21,500,24,1.0,1.0,0.99,1.0,0.99,True,
2016-10-24,500,24,1.0,1.0,0.99,1.0,0.99,True,
2016-10-25,500,23,1.0,1.0,0.99,1.0,0.99,True,
2016-10-26,500,22,1.0,1.0,0.99,1.0,0.99,True,
2016-10-27,500,22,1.0,1.0,0.99,1.0,0.99,True,
2016-10-28,500,22,1.0,1.0,0.99,1.0,0.99,True,
2016-10-31,500,23,1.0,1.0,0.99,1.0,0.99,True,
2016-11-01,500,26,1.0,1.0,0.99,1.0,0.99,True,
2016-11-02,500,26,1.0,1.0,0.99,1.0,0.99,True,
2016-11-03,500,23,1.0,1.0,0.99,1.0,0.99,True,
2016-11-04,500,23,1.0,1.0,0.99,1.0,0.99,True,
2016-11-07,500,23,1.0,1.0,0.99,1.0,0.99,True,
2016-11-08,500,25,1.0,1.0,0.99,1.0,0.99,True,
2016-11-09,500,27,1.0,1.0,0.99,1.0,0.99,True,
2016-11-10,500,27,1.0,1.0,0.99,1.0,0.99,True,
2016-11-11,500,28,1.0,1.0,0.99,1.0,0.99,True,
2016-11-14,500,28,1.0,1.0,0.99,1.0,0.99,True,
2016-11-15,500,29,1.0,1.0,0.99,1.0,0.99,True,
2016-11-16,500,29,1.0,1.0,0.99,1.0,0.99,True,
2016-11-17,500,33,1.0,1.0,0.99,1.0,0.99,True,
2016-11-18,500,34,1.0,1.0,0.99,1.0,0.99,True,
2016-11-21,500,32,1.0,1.0,0.99,1.0,0.99,True,
2016-11-22,500,30,1.0,1.0,0.99,1.0,0.99,True,
2016-11-23,500,29,1.0,1.0,0.99,1.0,0.99,True,
2016-11-24,500,28,1.0,1.0,0.99,1.0,0.99,True,
2016-11-25,500,29,1.0,1.0,0.99,1.0,0.99,True,
2016-11-28,500,32,1.0,1.0,0.99,1.0,0.99,True,
2016-11-29,500,32,1.0,1.0,0.99,1.0,0.99,True,
2016-11-30,500,34,1.0,1.0,0.99,1.0,0.99,True,
2016-12-01,500,33,1.0,1.0,0.99,1.0,0.99,True,
2016-12-02,500,34,1.0,1.0,0.99,1.0,0.99,True,
2016-12-05,500,34,1.0,1.0,0.99,1.0,0.99,True,
2016-12-06,500,34,1.0,1.0,0.99,1.0,0.99,True,
2016-12-07,500,33,1.0,1.0,0.99,1.0,0.99,True,
2016-12-08,500,34,1.0,1.0,0.99,1.0,0.99,True,
2016-12-09,500,33,1.0,1.0,0.99,1.0,0.99,True,
2016-12-12,500,33,1.0,1.0,0.99,1.0,0.99,True,
2016-12-13,500,33,1.0,1.0,0.99,1.0,0.99,True,
2016-12-14,500,32,1.0,1.0,0.99,1.0,0.99,True,
2016-12-15,500,33,1.0,1.0,0.99,1.0,0.99,True,
2016-12-16,500,31,1.0,1.0,0.99,1.0,0.99,True,
2016-12-19,500,33,1.0,1.0,0.99,1.0,0.99,True,
2016-12-20,500,34,1.0,1.0,0.99,1.0,0.99,True,
2016-12-21,500,34,1.0,1.0,0.99,1.0,0.99,True,
2016-12-22,500,36,1.0,1.0,0.99,1.0,0.99,True,
2016-12-23,500,36,1.0,1.0,0.99,1.0,0.99,True,
2016-12-26,500,33,1.0,1.0,0.99,1.0,0.99,True,
2016-12-27,500,32,1.0,1.0,0.99,1.0,0.99,True,
2016-12-28,500,34,1.0,1.0,0.99,1.0,0.99,True,
2016-12-29,500,33,1.0,1.0,0.99,1.0,0.99,True,
2016-12-30,500,31,1.0,1.0,0.99,1.0,0.99,True,
2017-01-03,500,31,1.0,1.0,0.99,1.0,0.99,True,
2017-01-04,500,31,1.0,1.0,0.99,1.0,0.99,True,
2017-01-05,500,31,1.0,1.0,0.99,1.0,0.99,True,
2017-01-06,500,31,1.0,1.0,0.99,1.0,0.99,True,
2017-01-09,500,32,1.0,1.0,0.99,1.0,0.99,True,
2017-01-10,500,33,1.0,1.0,0.99,1.0,0.99,True,
2017-01-11,500,35,1.0,1.0,0.99,1.0,0.99,True,
2017-01-12,500,34,1.0,1.0,0.99,1.0,0.99,True,
2017-01-13,500,33,1.0,1.0,0.99,1.0,0.99,True,
2017-01-16,500,34,1.0,1.0,0.99,1.0,0.99,True,
2017-01-17,500,34,1.0,1.0,0.99,1.0,0.99,True,
2017-01-18,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-01-19,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-01-20,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-01-23,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-01-24,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-01-25,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-01-26,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-02-03,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-02-06,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-02-07,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-02-08,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-02-09,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-02-10,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-02-13,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-02-14,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-02-15,500,30,1.0,1.0,0.992,1.0,0.992,True,
2017-02-16,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-02-17,500,29,1.0,1.0,0.992,1.0,0.992,True,
2017-02-20,500,36,1.0,1.0,0.992,1.0,0.992,True,
2017-02-21,500,34,1.0,1.0,0.992,1.0,0.992,True,
2017-02-22,500,34,1.0,1.0,0.992,1.0,0.992,True,
2017-02-23,500,33,1.0,1.0,0.992,1.0,0.992,True,
2017-02-24,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-02-27,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-02-28,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-03-01,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-03-02,500,30,1.0,1.0,0.992,1.0,0.992,True,
2017-03-03,500,30,1.0,1.0,0.992,1.0,0.992,True,
2017-03-06,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-03-07,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-03-08,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-03-09,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-03-10,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-03-13,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-03-14,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-03-15,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-03-16,500,33,1.0,1.0,0.992,1.0,0.992,True,
2017-03-17,500,33,1.0,1.0,0.992,1.0,0.992,True,
2017-03-20,500,33,1.0,1.0,0.992,1.0,0.992,True,
2017-03-21,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-03-22,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-03-23,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-03-24,500,30,1.0,1.0,0.992,1.0,0.992,True,
2017-03-27,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-03-28,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-03-29,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-03-30,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-03-31,500,33,1.0,1.0,0.992,1.0,0.992,True,
2017-04-05,500,34,1.0,1.0,0.992,1.0,0.992,True,
2017-04-06,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-04-07,500,33,1.0,1.0,0.992,1.0,0.992,True,
2017-04-10,500,36,1.0,1.0,0.992,1.0,0.992,True,
2017-04-11,500,36,1.0,1.0,0.992,1.0,0.992,True,
2017-04-12,500,33,1.0,1.0,0.992,1.0,0.992,True,
2017-04-13,500,38,1.0,1.0,0.992,1.0,0.992,True,
2017-04-14,500,37,1.0,1.0,0.992,1.0,0.992,True,
2017-04-17,500,34,1.0,1.0,0.992,1.0,0.992,True,
2017-04-18,500,34,1.0,1.0,0.992,1.0,0.992,True,
2017-04-19,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-04-20,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-04-21,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-04-24,500,33,1.0,1.0,0.992,1.0,0.992,True,
2017-04-25,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-04-26,500,34,1.0,1.0,0.992,1.0,0.992,True,
2017-04-27,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-04-28,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-05-02,500,30,1.0,1.0,0.992,1.0,0.992,True,
2017-05-03,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-05-04,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-05-05,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-05-08,500,33,1.0,1.0,0.992,1.0,0.992,True,
2017-05-09,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-05-10,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-05-11,500,29,1.0,1.0,0.992,1.0,0.992,True,
2017-05-12,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-05-15,500,30,1.0,1.0,0.992,1.0,0.992,True,
2017-05-16,500,30,1.0,1.0,0.992,1.0,0.992,True,
2017-05-17,500,29,1.0,1.0,0.992,1.0,0.992,True,
2017-05-18,500,27,1.0,1.0,0.992,1.0,0.992,True,
2017-05-19,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-05-22,500,27,1.0,1.0,0.992,1.0,0.992,True,
2017-05-23,500,27,1.0,1.0,0.992,1.0,0.992,True,
2017-05-24,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-05-25,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-05-26,500,29,1.0,1.0,0.992,1.0,0.992,True,
2017-05-31,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-06-01,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-06-02,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-06-05,500,25,1.0,1.0,0.992,1.0,0.992,True,
2017-06-06,500,26,1.0,1.0,0.992,1.0,0.992,True,
2017-06-07,500,26,1.0,1.0,0.992,1.0,0.992,True,
2017-06-08,500,27,1.0,1.0,0.992,1.0,0.992,True,
2017-06-09,500,26,1.0,1.0,0.992,1.0,0.992,True,
2017-06-12,500,24,1.0,1.0,0.992,1.0,0.992,True,
2017-06-13,500,23,1.0,1.0,0.992,1.0,0.992,True,
2017-06-14,500,23,1.0,1.0,0.992,1.0,0.992,True,
2017-06-15,500,26,1.0,1.0,0.992,1.0,0.992,True,
2017-06-16,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-06-19,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-06-20,500,27,1.0,1.0,0.992,1.0,0.992,True,
2017-06-21,500,25,1.0,1.0,0.992,1.0,0.992,True,
2017-06-22,500,27,1.0,1.0,0.992,1.0,0.992,True,
2017-06-23,500,24,1.0,1.0,0.992,1.0,0.992,True,
2017-06-26,500,24,1.0,1.0,0.992,1.0,0.992,True,
2017-06-27,500,23,1.0,1.0,0.992,1.0,0.992,True,
2017-06-28,500,24,1.0,1.0,0.992,1.0,0.992,True,
2017-06-29,500,25,1.0,1.0,0.992,1.0,0.992,True,
2017-06-30,500,25,1.0,1.0,0.992,1.0,0.992,True,
2017-07-03,500,24,1.0,1.0,0.992,1.0,0.992,True,
2017-07-04,500,24,1.0,1.0,0.992,1.0,0.992,True,
2017-07-05,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-07-06,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-07-07,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-07-10,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-07-11,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-07-12,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-07-13,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-07-14,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-07-17,500,24,1.0,1.0,0.992,1.0,0.992,True,
2017-07-18,500,25,1.0,1.0,0.992,1.0,0.992,True,
2017-07-19,500,26,1.0,1.0,0.992,1.0,0.992,True,
2017-07-20,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-07-21,500,29,1.0,1.0,0.992,1.0,0.992,True,
2017-07-24,500,27,1.0,1.0,0.992,1.0,0.992,True,
2017-07-25,500,26,1.0,1.0,0.992,1.0,0.992,True,
2017-07-26,500,26,1.0,1.0,0.992,1.0,0.992,True,
2017-07-27,500,26,1.0,1.0,0.992,1.0,0.992,True,
2017-07-28,500,27,1.0,1.0,0.992,1.0,0.992,True,
2017-07-31,500,29,1.0,1.0,0.992,1.0,0.992,True,
2017-08-01,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-08-02,500,25,1.0,1.0,0.992,1.0,0.992,True,
2017-08-03,500,26,1.0,1.0,0.992,1.0,0.992,True,
2017-08-04,500,27,1.0,1.0,0.992,1.0,0.992,True,
2017-08-07,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-08-08,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-08-09,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-08-10,500,26,1.0,1.0,0.992,1.0,0.992,True,
2017-08-11,500,26,1.0,1.0,0.992,1.0,0.992,True,
2017-08-14,500,23,1.0,1.0,0.992,1.0,0.992,True,
2017-08-15,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-08-16,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-08-17,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-08-18,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-08-21,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-08-22,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-08-23,500,24,1.0,1.0,0.992,1.0,0.992,True,
2017-08-24,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-08-25,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-08-28,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-08-29,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-08-30,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-08-31,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-09-01,500,19,1.0,1.0,0.992,1.0,0.992,True,
2017-09-04,500,19,1.0,1.0,0.992,1.0,0.992,True,
2017-09-05,500,18,1.0,1.0,0.992,1.0,0.992,True,
2017-09-06,500,18,1.0,1.0,0.992,1.0,0.992,True,
2017-09-07,500,23,1.0,1.0,0.992,1.0,0.992,True,
2017-09-08,500,23,1.0,1.0,0.992,1.0,0.992,True,
2017-09-11,500,19,1.0,1.0,0.992,1.0,0.992,True,
2017-09-12,500,18,1.0,1.0,0.992,1.0,0.992,True,
2017-09-13,500,18,1.0,1.0,0.992,1.0,0.992,True,
2017-09-14,500,17,1.0,1.0,0.992,1.0,0.992,True,
2017-09-15,500,17,1.0,1.0,0.992,1.0,0.992,True,
2017-09-18,500,18,1.0,1.0,0.992,1.0,0.992,True,
2017-09-19,500,17,1.0,1.0,0.992,1.0,0.992,True,
2017-09-20,500,19,1.0,1.0,0.992,1.0,0.992,True,
2017-09-21,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-09-22,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-09-25,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-09-26,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-09-27,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-09-28,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-09-29,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-10-09,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-10-10,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-10-11,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-10-12,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-10-13,500,19,1.0,1.0,0.992,1.0,0.992,True,
2017-10-16,500,19,1.0,1.0,0.992,1.0,0.992,True,
2017-10-17,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-10-18,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-10-19,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-10-20,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-10-23,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-10-24,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-10-25,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-10-26,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-10-27,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-10-30,500,23,1.0,1.0,0.992,1.0,0.992,True,
2017-10-31,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-11-01,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-11-02,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-11-03,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-11-06,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-11-07,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-11-08,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-11-09,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-11-10,500,20,1.0,1.0,0.992,1.0,0.992,True,
2017-11-13,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-11-14,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-11-15,500,21,1.0,1.0,0.992,1.0,0.992,True,
2017-11-16,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-11-17,500,23,1.0,1.0,0.992,1.0,0.992,True,
2017-11-20,500,22,1.0,1.0,0.992,1.0,0.992,True,
2017-11-21,500,24,1.0,1.0,0.992,1.0,0.992,True,
2017-11-22,500,26,1.0,1.0,0.992,1.0,0.992,True,
2017-11-23,500,28,1.0,1.0,0.992,1.0,0.992,True,
2017-11-24,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-11-27,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-11-28,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-11-29,500,30,1.0,1.0,0.992,1.0,0.992,True,
2017-11-30,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-12-01,500,32,1.0,1.0,0.992,1.0,0.992,True,
2017-12-04,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-12-05,500,30,1.0,1.0,0.992,1.0,0.992,True,
2017-12-06,500,30,1.0,1.0,0.992,1.0,0.992,True,
2017-12-07,500,31,1.0,1.0,0.992,1.0,0.992,True,
2017-12-08,500,30,1.0,1.0,0.992,1.0,0.992,True,
2017-12-11,500,29,1.0,1.0,0.99,1.0,0.99,True,
2017-12-12,500,31,1.0,1.0,0.99,1.0,0.99,True,
2017-12-13,500,31,1.0,1.0,0.99,1.0,0.99,True,
2017-12-14,500,27,1.0,1.0,0.99,1.0,0.99,True,
2017-12-15,500,26,1.0,1.0,0.99,1.0,0.99,True,
2017-12-18,500,29,1.0,1.0,0.99,1.0,0.99,True,
2017-12-19,500,29,1.0,1.0,0.99,1.0,0.99,True,
2017-12-20,500,29,1.0,1.0,0.99,1.0,0.99,True,
2017-12-21,500,30,1.0,1.0,0.99,1.0,0.99,True,
2017-12-22,500,29,1.0,1.0,0.99,1.0,0.99,True,
2017-12-25,500,30,1.0,1.0,0.99,1.0,0.99,True,
2017-12-26,500,33,1.0,1.0,0.99,1.0,0.99,True,
2017-12-27,500,31,1.0,1.0,0.99,1.0,0.99,True,
2017-12-28,500,32,1.0,1.0,0.99,1.0,0.99,True,
2017-12-29,500,32,1.0,1.0,0.99,1.0,0.99,True,
2018-01-02,500,37,1.0,1.0,0.99,1.0,0.99,True,
2018-01-03,500,36,1.0,1.0,0.99,1.0,0.99,True,
2018-01-04,500,36,1.0,1.0,0.99,1.0,0.99,True,
2018-01-05,500,36,1.0,1.0,0.99,1.0,0.99,True,
2018-01-08,500,39,1.0,1.0,0.99,1.0,0.99,True,
2018-01-09,500,37,1.0,1.0,0.99,1.0,0.99,True,
2018-01-10,500,36,1.0,1.0,0.99,1.0,0.99,True,
2018-01-11,500,35,1.0,1.0,0.99,1.0,0.99,True,
2018-01-12,500,36,1.0,1.0,0.99,1.0,0.99,True,
2018-01-15,500,34,1.0,1.0,0.99,1.0,0.99,True,
2018-01-16,500,34,1.0,1.0,0.99,1.0,0.99,True,
2018-01-17,500,34,1.0,1.0,0.99,1.0,0.99,True,
2018-01-18,500,37,1.0,1.0,0.99,1.0,0.99,True,
2018-01-19,500,36,1.0,1.0,0.99,1.0,0.99,True,
2018-01-22,500,37,1.0,1.0,0.99,1.0,0.99,True,
2018-01-23,500,38,1.0,1.0,0.99,1.0,0.99,True,
2018-01-24,500,38,1.0,1.0,0.99,1.0,0.99,True,
2018-01-25,500,39,1.0,1.0,0.99,1.0,0.99,True,
2018-01-26,500,39,1.0,1.0,0.99,1.0,0.99,True,
2018-01-29,500,38,1.0,1.0,0.99,1.0,0.99,True,
2018-01-30,500,37,1.0,1.0,0.99,1.0,0.99,True,
2018-01-31,500,37,1.0,1.0,0.99,1.0,0.99,True,
2018-02-01,500,35,1.0,1.0,0.99,1.0,0.99,True,
2018-02-02,500,40,1.0,1.0,0.99,1.0,0.99,True,
2018-02-05,500,45,1.0,1.0,0.99,1.0,0.99,True,
2018-02-06,500,46,1.0,1.0,0.99,1.0,0.99,True,
2018-02-07,500,46,1.0,1.0,0.99,1.0,0.99,True,
2018-02-08,500,48,1.0,1.0,0.99,1.0,0.99,True,
2018-02-09,500,46,1.0,1.0,0.99,1.0,0.99,True,
2018-02-12,500,46,1.0,1.0,0.99,1.0,0.99,True,
2018-02-13,500,46,1.0,1.0,0.99,1.0,0.99,True,
2018-02-14,500,45,1.0,1.0,0.99,1.0,0.99,True,
2018-02-22,500,43,1.0,1.0,0.99,1.0,0.99,True,
2018-02-23,500,41,1.0,1.0,0.99,1.0,0.99,True,
2018-02-26,500,38,1.0,1.0,0.99,1.0,0.99,True,
2018-02-27,500,38,1.0,1.0,0.99,1.0,0.99,True,
2018-02-28,500,38,1.0,1.0,0.99,1.0,0.99,True,
2018-03-01,500,39,1.0,1.0,0.99,1.0,0.99,True,
2018-03-02,500,39,1.0,1.0,0.99,1.0,0.99,True,
2018-03-05,500,39,1.0,1.0,0.99,1.0,0.99,True,
2018-03-06,500,37,1.0,1.0,0.99,1.0,0.99,True,
2018-03-07,500,36,1.0,1.0,0.99,1.0,0.99,True,
2018-03-08,500,35,1.0,1.0,0.99,1.0,0.99,True,
2018-03-09,500,34,1.0,1.0,0.99,1.0,0.99,True,
2018-03-12,500,35,1.0,1.0,0.99,1.0,0.99,True,
2018-03-13,500,34,1.0,1.0,0.99,1.0,0.99,True,
2018-03-14,500,33,1.0,1.0,0.99,1.0,0.99,True,
2018-03-15,500,32,1.0,1.0,0.99,1.0,0.99,True,
2018-03-16,500,32,1.0,1.0,0.99,1.0,0.99,True,
2018-03-19,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-03-20,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-03-21,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-03-22,500,29,1.0,1.0,0.99,1.0,0.99,True,
2018-03-23,500,30,1.0,1.0,0.99,1.0,0.99,True,
2018-03-26,500,30,1.0,1.0,0.99,1.0,0.99,True,
2018-03-27,500,34,1.0,1.0,0.99,1.0,0.99,True,
2018-03-28,500,35,1.0,1.0,0.99,1.0,0.99,True,
2018-03-29,500,33,1.0,1.0,0.99,1.0,0.99,True,
2018-03-30,500,34,1.0,1.0,0.99,1.0,0.99,True,
2018-04-02,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-04-03,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-04-04,500,32,1.0,1.0,0.99,1.0,0.99,True,
2018-04-09,500,33,1.0,1.0,0.99,1.0,0.99,True,
2018-04-10,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-04-11,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-04-12,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-04-13,500,30,1.0,1.0,0.99,1.0,0.99,True,
2018-04-16,500,30,1.0,1.0,0.99,1.0,0.99,True,
2018-04-17,500,30,1.0,1.0,0.99,1.0,0.99,True,
2018-04-18,500,30,1.0,1.0,0.99,1.0,0.99,True,
2018-04-19,500,30,1.0,1.0,0.99,1.0,0.99,True,
2018-04-20,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-04-23,500,30,1.0,1.0,0.99,1.0,0.99,True,
2018-04-24,500,30,1.0,1.0,0.99,1.0,0.99,True,
