trade_date,active_member_count,suspended_member_count,daily_bar_coverage,daily_basic_coverage,industry_coverage,limit_price_coverage,minimum_coverage,passed,issue
2018-04-25,500,30,1.0,1.0,0.99,1.0,0.99,True,
2018-04-26,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-04-27,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-05-02,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-05-03,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-05-04,500,32,1.0,1.0,0.99,1.0,0.99,True,
2018-05-07,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-05-08,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-05-09,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-05-10,500,31,1.0,1.0,0.99,1.0,0.99,True,
2018-05-11,500,33,1.0,1.0,0.99,1.0,0.99,True,
2018-05-14,500,29,1.0,1.0,0.99,1.0,0.99,True,
2018-05-15,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-05-16,500,27,1.0,1.0,0.99,1.0,0.99,True,
2018-05-17,500,27,1.0,1.0,0.99,1.0,0.99,True,
2018-05-18,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-05-21,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-05-22,500,27,1.0,1.0,0.99,1.0,0.99,True,
2018-05-23,500,27,1.0,1.0,0.99,1.0,0.99,True,
2018-05-24,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-05-25,500,27,1.0,1.0,0.99,1.0,0.99,True,
2018-05-28,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-05-29,500,29,1.0,1.0,0.99,1.0,0.99,True,
2018-05-30,500,33,1.0,1.0,0.99,1.0,0.99,True,
2018-05-31,500,34,1.0,1.0,0.99,1.0,0.99,True,
2018-06-01,500,34,1.0,1.0,0.99,1.0,0.99,True,
2018-06-04,500,35,1.0,1.0,0.99,1.0,0.99,True,
2018-06-05,500,35,1.0,1.0,0.99,1.0,0.99,True,
2018-06-06,500,37,1.0,1.0,0.99,1.0,0.99,True,
2018-06-07,500,36,1.0,1.0,0.99,1.0,0.99,True,
2018-06-08,500,36,1.0,1.0,0.99,1.0,0.99,True,
2018-06-11,500,32,1.0,1.0,0.99,1.0,0.99,True,
2018-06-12,500,33,1.0,1.0,0.99,1.0,0.99,True,
2018-06-13,500,32,1.0,1.0,0.99,1.0,0.99,True,
2018-06-14,500,32,1.0,1.0,0.99,1.0,0.99,True,
2018-06-15,500,34,1.0,1.0,0.99,1.0,0.99,True,
2018-06-19,500,39,1.0,1.0,0.99,1.0,0.99,True,
2018-06-20,500,37,1.0,1.0,0.99,1.0,0.99,True,
2018-06-21,500,37,1.0,1.0,0.99,1.0,0.99,True,
2018-06-22,500,37,1.0,1.0,0.99,1.0,0.99,True,
2018-06-25,500,37,1.0,1.0,0.99,1.0,0.99,True,
2018-06-26,500,35,1.0,1.0,0.99,1.0,0.99,True,
2018-06-27,500,34,1.0,1.0,0.99,1.0,0.99,True,
2018-06-28,500,33,1.0,1.0,0.99,1.0,0.99,True,
2018-06-29,500,33,1.0,1.0,0.99,1.0,0.99,True,
2018-07-02,500,30,1.0,1.0,0.99,1.0,0.99,True,
2018-07-03,500,29,1.0,1.0,0.99,1.0,0.99,True,
2018-07-04,500,29,1.0,1.0,0.99,1.0,0.99,True,
2018-07-05,500,29,1.0,1.0,0.99,1.0,0.99,True,
2018-07-06,500,29,1.0,1.0,0.99,1.0,0.99,True,
2018-07-09,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-07-10,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-07-11,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-07-12,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-07-13,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-07-16,500,27,1.0,1.0,0.99,1.0,0.99,True,
2018-07-17,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-07-18,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-07-19,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-07-20,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-07-23,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-07-24,500,28,1.0,1.0,0.99,1.0,0.99,True,
2018-07-25,500,27,1.0,1.0,0.99,1.0,0.99,True,
2018-07-26,500,27,1.0,1.0,0.99,1.0,0.99,True,
2018-07-27,500,27,1.0,1.0,0.99,1.0,0.99,True,
2018-07-30,500,27,1.0,1.0,0.99,1.0,0.99,True,
2018-07-31,500,26,1.0,1.0,0.99,1.0,0.99,True,
2018-08-01,500,25,1.0,1.0,0.99,1.0,0.99,True,
2018-08-02,500,25,1.0,1.0,0.99,1.0,0.99,True,
2018-08-03,500,25,1.0,1.0,0.99,1.0,0.99,True,
2018-08-06,500,25,1.0,1.0,0.99,1.0,0.99,True,
2018-08-07,500,24,1.0,1.0,0.99,1.0,0.99,True,
2018-08-08,500,24,1.0,1.0,0.99,1.0,0.99,True,
2018-08-09,500,24,1.0,1.0,0.99,1.0,0.99,True,
2018-08-10,500,24,1.0,1.0,0.99,1.0,0.99,True,
2018-08-13,500,24,1.0,1.0,0.99,1.0,0.99,True,
2018-08-14,500,23,1.0,1.0,0.99,1.0,0.99,True,
2018-08-15,500,23,1.0,1.0,0.99,1.0,0.99,True,
2018-08-16,500,22,1.0,1.0,0.99,1.0,0.99,True,
2018-08-17,500,22,1.0,1.0,0.99,1.0,0.99,True,
2018-08-20,500,21,1.0,1.0,0.99,1.0,0.99,True,
2018-08-21,500,20,1.0,1.0,0.99,1.0,0.99,True,
2018-08-22,500,20,1.0,1.0,0.99,1.0,0.99,True,
2018-08-23,500,20,1.0,1.0,0.99,1.0,0.99,True,
2018-08-24,500,20,1.0,1.0,0.99,1.0,0.99,True,
2018-08-27,500,19,1.0,1.0,0.99,1.0,0.99,True,
2018-08-28,500,19,1.0,1.0,0.99,1.0,0.99,True,
2018-08-29,500,19,1.0,1.0,0.99,1.0,0.99,True,
2018-08-30,500,19,1.0,1.0,0.99,1.0,0.99,True,
2018-08-31,500,19,1.0,1.0,0.99,1.0,0.99,True,
2018-09-03,500,19,1.0,1.0,0.99,1.0,0.99,True,
2018-09-04,500,19,1.0,1.0,0.99,1.0,0.99,True,
2018-09-05,500,18,1.0,1.0,0.99,1.0,0.99,True,
2018-09-06,500,19,1.0,1.0,0.99,1.0,0.99,True,
2018-09-07,500,20,1.0,1.0,0.99,1.0,0.99,True,
2018-09-10,500,20,1.0,1.0,0.99,1.0,0.99,True,
2018-09-11,500,20,1.0,1.0,0.99,1.0,0.99,True,
2018-09-12,500,20,1.0,1.0,0.99,1.0,0.99,True,
2018-09-13,500,17,1.0,1.0,0.99,1.0,0.99,True,
2018-09-14,500,17,1.0,1.0,0.99,1.0,0.99,True,
2018-09-17,500,16,1.0,1.0,0.99,1.0,0.99,True,
2018-09-18,500,16,1.0,1.0,0.99,1.0,0.99,True,
2018-09-19,500,17,1.0,1.0,0.99,1.0,0.99,True,
2018-09-20,500,17,1.0,1.0,0.99,1.0,0.99,True,
2018-09-21,500,17,1.0,1.0,0.99,1.0,0.99,True,
2018-09-25,500,16,1.0,1.0,0.99,1.0,0.99,True,
2018-09-26,500,16,1.0,1.0,0.99,1.0,0.99,True,
2018-09-27,500,16,1.0,1.0,0.99,1.0,0.99,True,
2018-09-28,500,16,1.0,1.0,0.99,1.0,0.99,True,
2018-10-08,500,17,1.0,1.0,0.99,1.0,0.99,True,
2018-10-09,500,15,1.0,1.0,0.99,1.0,0.99,True,
2018-10-10,500,14,1.0,1.0,0.99,1.0,0.99,True,
2018-10-11,500,13,1.0,1.0,0.99,1.0,0.99,True,
2018-10-12,500,13,1.0,1.0,0.99,1.0,0.99,True,
2018-10-15,500,13,1.0,1.0,0.99,1.0,0.99,True,
2018-10-16,500,10,1.0,1.0,0.99,1.0,0.99,True,
2018-10-17,500,10,1.0,1.0,0.99,1.0,0.99,True,
2018-10-18,500,12,1.0,1.0,0.99,1.0,0.99,True,
2018-10-19,500,14,1.0,1.0,0.99,1.0,0.99,True,
2018-10-22,500,14,1.0,1.0,0.99,1.0,0.99,True,
2018-10-23,500,14,1.0,1.0,0.99,1.0,0.99,True,
2018-10-24,500,14,1.0,1.0,0.99,1.0,0.99,True,
2018-10-25,500,15,1.0,1.0,0.99,1.0,0.99,True,
2018-10-26,500,13,1.0,1.0,0.99,1.0,0.99,True,
2018-10-29,500,11,1.0,1.0,0.99,1.0,0.99,True,
2018-10-30,500,11,1.0,1.0,0.99,1.0,0.99,True,
2018-10-31,500,12,1.0,1.0,0.99,1.0,0.99,True,
2018-11-01,500,11,1.0,1.0,0.99,1.0,0.99,True,
2018-11-02,500,8,1.0,1.0,0.99,1.0,0.99,True,
2018-11-05,500,7,1.0,1.0,0.99,1.0,0.99,True,
2018-11-06,500,8,1.0,1.0,0.99,1.0,0.99,True,
2018-11-07,500,8,1.0,1.0,0.99,1.0,0.99,True,
2018-11-08,500,7,1.0,1.0,0.99,1.0,0.99,True,
2018-11-09,500,7,1.0,1.0,0.99,1.0,0.99,True,
2018-11-12,500,6,1.0,1.0,0.99,1.0,0.99,True,
2018-11-13,500,5,1.0,1.0,0.99,1.0,0.99,True,
2018-11-14,500,5,1.0,1.0,0.99,1.0,0.99,True,
2018-11-15,500,4,1.0,1.0,0.99,1.0,0.99,True,
2018-11-16,500,3,1.0,1.0,0.99,1.0,0.99,True,
2018-11-19,500,2,1.0,1.0,0.99,1.0,0.99,True,
2018-11-20,500,2,1.0,1.0,0.99,1.0,0.99,True,
2018-11-21,500,2,1.0,1.0,0.99,1.0,0.99,True,
2018-11-22,500,2,1.0,1.0,0.99,1.0,0.99,True,
2018-11-23,500,2,1.0,1.0,0.99,1.0,0.99,True,
2018-11-26,500,2,1.0,1.0,0.99,1.0,0.99,True,
2018-11-27,500,2,1.0,1.0,0.99,1.0,0.99,True,
2018-11-28,500,2,1.0,1.0,0.99,1.0,0.99,True,
2018-11-29,500,1,1.0,1.0,0.99,1.0,0.99,True,
2018-11-30,500,1,1.0,1.0,0.99,1.0,0.99,True,
2018-12-03,500,2,1.0,1.0,0.99,1.0,0.99,True,
2018-12-04,500,2,1.0,1.0,0.99,1.0,0.99,True,
2018-12-05,500,1,1.0,1.0,0.99,1.0,0.99,True,
2018-12-06,500,1,1.0,1.0,0.99,1.0,0.99,True,
2018-12-07,500,1,1.0,1.0,0.99,1.0,0.99,True,
2018-12-10,500,1,1.0,1.0,0.99,1.0,0.99,True,
2018-12-11,500,1,1.0,1.0,0.99,1.0,0.99,True,
2018-12-12,500,1,1.0,1.0,0.99,1.0,0.99,True,
2018-12-13,500,2,1.0,1.0,0.99,1.0,0.99,True,
2018-12-14,500,2,1.0,1.0,0.99,1.0,0.99,True,
2018-12-17,500,2,1.0,1.0,0.992,1.0,0.992,True,
2018-12-18,500,2,1.0,1.0,0.992,1.0,0.992,True,
2018-12-19,500,3,1.0,1.0,0.992,1.0,0.992,True,
2018-12-20,500,2,1.0,1.0,0.992,1.0,0.992,True,
2018-12-21,500,1,1.0,1.0,0.992,1.0,0.992,True,
2018-12-24,500,1,1.0,1.0,0.992,1.0,0.992,True,
2018-12-25,500,3,1.0,1.0,0.992,1.0,0.992,True,
2018-12-26,500,3,1.0,1.0,0.992,1.0,0.992,True,
2018-12-27,500,3,1.0,1.0,0.992,1.0,0.992,True,
2018-12-28,500,3,1.0,1.0,0.992,0.998,0.992,True,
2019-01-02,500,2,1.0,0.998,0.992,0.998,0.992,True,
2019-01-03,500,2,1.0,0.998,0.992,0.998,0.992,True,
2019-01-04,500,2,1.0,0.998,0.992,0.998,0.992,True,
2019-01-07,500,2,1.0,0.998,0.992,0.998,0.992,True,
2019-01-08,500,2,1.0,0.998,0.992,0.998,0.992,True,
2019-01-09,500,2,1.0,0.998,0.992,0.998,0.992,True,
2019-01-10,500,1,1.0,0.998,0.992,0.998,0.992,True,
2019-01-11,500,1,1.0,0.998,0.992,0.998,0.992,True,
2019-01-14,500,1,1.0,0.998,0.992,0.998,0.992,True,
2019-01-15,500,1,1.0,0.998,0.992,0.998,0.992,True,
2019-01-16,500,1,1.0,0.998,0.992,0.998,0.992,True,
2019-01-17,500,1,1.0,0.998,0.992,0.998,0.992,True,
2019-01-18,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-01-21,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-01-22,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-01-23,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-01-24,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-01-25,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-01-28,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-01-29,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-01-30,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-01-31,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-02-01,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-02-11,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-02-12,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-02-13,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-02-14,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-02-15,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-02-18,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-02-19,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-02-20,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-02-21,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-02-22,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-02-25,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-02-26,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-02-27,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-02-28,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-03-01,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-03-04,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-03-05,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-03-06,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-03-07,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-03-08,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-03-11,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-03-12,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-03-13,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-03-14,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-03-15,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-03-18,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-03-19,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-03-20,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-03-21,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-03-22,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-03-25,500,3,1.0,1.0,0.994,1.0,0.994,True,
2019-03-26,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-03-27,500,3,1.0,1.0,0.994,1.0,0.994,True,
2019-03-28,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-03-29,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-04-01,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-04-02,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-04-03,500,3,1.0,1.0,0.994,1.0,0.994,True,
2019-04-04,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-04-08,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-04-09,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-04-10,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-04-11,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-04-12,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-04-15,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-04-16,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-04-17,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-04-18,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-04-19,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-04-22,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-04-23,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-04-24,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-04-25,500,3,1.0,1.0,0.994,1.0,0.994,True,
2019-04-26,500,3,1.0,1.0,0.994,1.0,0.994,True,
2019-04-29,500,3,1.0,1.0,0.994,1.0,0.994,True,
2019-04-30,500,3,1.0,1.0,0.994,1.0,0.994,True,
2019-05-06,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-05-07,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-05-08,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-05-09,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-05-10,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-05-13,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-05-14,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-05-15,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-05-16,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-05-17,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-05-20,500,3,1.0,1.0,0.994,1.0,0.994,True,
2019-05-21,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-05-22,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-05-23,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-05-24,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-05-27,500,3,1.0,1.0,0.994,1.0,0.994,True,
2019-05-28,500,4,1.0,1.0,0.994,1.0,0.994,True,
2019-05-29,500,4,1.0,1.0,0.994,1.0,0.994,True,
2019-05-30,500,4,1.0,1.0,0.994,1.0,0.994,True,
2019-05-31,500,4,1.0,1.0,0.994,1.0,0.994,True,
2019-06-03,500,3,1.0,1.0,0.994,1.0,0.994,True,
2019-06-04,500,3,1.0,1.0,0.994,1.0,0.994,True,
2019-06-05,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-06-06,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-06-10,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-06-11,500,2,1.0,1.0,0.994,1.0,0.994,True,
2019-06-12,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-06-13,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-06-14,500,1,1.0,1.0,0.994,1.0,0.994,True,
2019-06-17,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-06-18,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-06-19,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-06-20,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-06-21,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-06-24,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-06-25,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-06-26,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-06-27,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-06-28,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-01,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-02,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-03,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-04,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-05,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-08,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-09,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-10,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-11,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-12,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-15,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-16,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-07-17,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-07-18,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-07-19,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-07-22,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-07-23,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-24,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-07-25,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-26,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-07-29,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-07-30,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-07-31,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-01,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-02,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-05,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-06,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-07,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-08,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-09,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-12,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-13,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-14,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-08-15,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-16,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-19,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-20,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-21,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-22,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-23,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-26,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-27,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-28,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-29,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-08-30,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-09-02,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-09-03,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-09-04,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-09-05,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-09-06,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-09-09,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-09-10,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-09-11,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-09-12,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-09-16,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-09-17,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-09-18,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-09-19,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-09-20,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-09-23,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-09-24,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-09-25,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-09-26,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-09-27,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-09-30,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-10-08,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-10-09,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-10-10,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-10-11,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-10-14,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-10-15,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-10-16,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-10-17,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-10-18,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-10-21,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-10-22,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-10-23,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-10-24,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-10-25,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-10-28,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-10-29,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-10-30,500,3,1.0,1.0,0.996,1.0,0.996,True,
2019-10-31,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-11-01,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-11-04,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-05,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-06,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-07,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-08,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-11,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-12,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-13,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-14,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-15,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-18,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-19,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-20,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-21,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-22,500,0,1.0,1.0,0.996,1.0,0.996,True,
2019-11-25,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-11-26,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-11-27,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-11-28,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-11-29,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-12-02,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-12-03,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-12-04,500,3,1.0,1.0,0.996,1.0,0.996,True,
2019-12-05,500,3,1.0,1.0,0.996,1.0,0.996,True,
2019-12-06,500,3,1.0,1.0,0.996,1.0,0.996,True,
2019-12-09,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-12-10,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-12-11,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-12-12,500,2,1.0,1.0,0.996,1.0,0.996,True,
2019-12-13,500,1,1.0,1.0,0.996,1.0,0.996,True,
2019-12-16,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-12-17,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-12-18,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-12-19,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-12-20,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-12-23,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-12-24,500,0,1.0,1.0,0.994,1.0,0.994,True,
2019-12-25,500,0,1.0,1.0,0.994,1.0,0.994,True,
