ts_code,list_date,delist_date,has_security_master,has_index_membership,has_daily_bar,passed,issue
002689.SZ,2012-07-17,,True,False,False,True,
002690.SZ,2012-07-31,,True,True,True,True,
002691.SZ,2012-07-31,,True,False,False,True,
002692.SZ,2012-08-08,,True,False,False,True,
002693.SZ,2012-08-08,,True,False,False,True,
002694.SZ,2012-08-16,,True,False,False,True,
002695.SZ,2012-09-05,,True,False,False,True,
002696.SZ,2012-09-05,,True,False,False,True,
002697.SZ,2012-09-05,,True,False,False,True,
002698.SZ,2012-09-11,,True,True,True,True,
002699.SZ,2012-09-11,2024-06-05,True,True,True,True,
002700.SZ,2012-09-21,,True,False,False,True,
002701.SZ,2012-10-11,,True,True,True,True,
002702.SZ,2012-10-11,,True,False,False,True,
002703.SZ,2012-11-02,,True,False,False,True,
002705.SZ,2014-01-21,,True,True,True,True,
002706.SZ,2014-01-21,,True,False,False,True,
002707.SZ,2014-01-23,,True,True,True,True,
002708.SZ,2014-01-21,,True,False,False,True,
002709.SZ,2014-01-23,,True,True,True,True,
002711.SZ,2014-01-27,2021-07-15,True,False,True,True,
002712.SZ,2014-01-23,,True,False,False,True,
002713.SZ,2014-02-19,,True,False,False,True,
002714.SZ,2014-01-28,,True,True,True,True,
002715.SZ,2014-02-19,,True,False,False,True,
002716.SZ,2014-01-28,,True,False,False,True,
002717.SZ,2014-02-19,,True,False,False,True,
002718.SZ,2014-01-28,,True,False,False,True,
002719.SZ,2014-01-28,,True,False,False,True,
002721.SZ,2014-01-27,,True,False,False,True,
002722.SZ,2014-01-28,,True,False,False,True,
002723.SZ,2014-01-29,,True,False,False,True,
002724.SZ,2014-11-04,,True,False,False,True,
002725.SZ,2014-01-29,,True,False,False,True,
002726.SZ,2014-06-26,,True,False,False,True,
002727.SZ,2014-07-02,,True,True,True,True,
002728.SZ,2014-07-31,,True,False,False,True,
002729.SZ,2014-09-12,,True,False,False,True,
002730.SZ,2014-10-09,,True,False,False,True,
002731.SZ,2014-11-04,,True,False,False,True,
002732.SZ,2014-12-05,,True,False,False,True,
002733.SZ,2014-12-03,,True,False,False,True,
002734.SZ,2015-01-27,,True,False,False,True,
002735.SZ,2014-12-03,,True,False,False,True,
002736.SZ,2014-12-29,,True,False,False,True,
002737.SZ,2014-12-30,,True,False,False,True,
002738.SZ,2014-12-30,,True,True,True,True,
002739.SZ,2015-01-22,,True,True,True,True,
002740.SZ,2015-01-22,2024-03-04,True,False,True,True,
002741.SZ,2015-02-16,,True,False,False,True,
002742.SZ,2015-02-17,,True,False,False,True,
002743.SZ,2015-02-17,,True,False,False,True,
002745.SZ,2015-02-17,,True,True,True,True,
002746.SZ,2015-02-16,,True,False,False,True,
002747.SZ,2015-03-20,,True,False,False,True,
002748.SZ,2015-03-19,,True,False,False,True,
002749.SZ,2015-03-20,,True,False,False,True,
002750.SZ,2015-03-24,2025-06-27,True,False,True,True,
002751.SZ,2015-04-24,2023-07-13,True,False,True,True,
002752.SZ,2015-04-22,,True,False,False,True,
002753.SZ,2015-05-19,,True,False,False,True,
002755.SZ,2015-05-15,,True,False,False,True,
002756.SZ,2015-05-15,,True,True,True,True,
002757.SZ,2015-05-27,,True,False,False,True,
002758.SZ,2015-05-27,,True,False,False,True,
002759.SZ,2015-05-28,,True,False,False,True,
002760.SZ,2015-06-11,,True,False,False,True,
002761.SZ,2015-06-10,,True,True,True,True,
002762.SZ,2015-06-10,,True,False,False,True,
002763.SZ,2015-06-10,,True,False,False,True,
002765.SZ,2015-06-12,,True,False,False,True,
002766.SZ,2015-06-11,,True,False,False,True,
002767.SZ,2015-06-12,,True,False,False,True,
002768.SZ,2015-06-30,,True,False,False,True,
002769.SZ,2015-06-29,,True,False,False,True,
002770.SZ,2015-06-30,2022-06-23,True,False,True,True,
002771.SZ,2015-06-29,,True,False,False,True,
002772.SZ,2015-06-26,,True,False,False,True,
002773.SZ,2015-06-26,,True,True,True,True,
002774.SZ,2017-03-24,,True,False,False,True,
002775.SZ,2015-06-29,,True,False,False,True,
002776.SZ,2015-06-26,2024-01-25,True,False,True,True,
002777.SZ,2015-12-31,,True,False,False,True,
002778.SZ,2016-01-06,,True,False,False,True,
002779.SZ,2015-12-09,,True,False,False,True,
002780.SZ,2015-12-09,,True,False,False,True,
002781.SZ,2015-12-22,2023-07-05,True,False,True,True,
002782.SZ,2015-12-22,,True,False,False,True,
002783.SZ,2015-12-09,,True,False,False,True,
002785.SZ,2015-12-23,,True,False,False,True,
002786.SZ,2015-12-23,,True,False,False,True,
002787.SZ,2015-12-31,,True,False,False,True,
002788.SZ,2016-02-18,,True,False,False,True,
002789.SZ,2016-03-11,,True,False,False,True,
002790.SZ,2016-03-08,,True,False,False,True,
002791.SZ,2016-03-29,,True,True,True,True,
002792.SZ,2016-03-28,,True,False,False,True,
002793.SZ,2016-04-15,,True,False,False,True,
002795.SZ,2016-04-28,,True,False,False,True,
002796.SZ,2016-05-10,,True,False,False,True,
002797.SZ,2016-05-11,,True,True,True,True,
002798.SZ,2016-05-25,,True,False,False,True,
002799.SZ,2016-06-08,,True,False,False,True,
002800.SZ,2016-05-30,,True,False,False,True,
002801.SZ,2016-06-22,,True,False,False,True,
002802.SZ,2016-06-29,,True,False,False,True,
002803.SZ,2016-07-12,,True,False,False,True,
002805.SZ,2016-07-07,,True,False,False,True,
002806.SZ,2016-07-26,,True,False,False,True,
002807.SZ,2016-09-02,,True,True,True,True,
002808.SZ,2016-08-12,2026-07-14,True,False,True,True,
002809.SZ,2016-08-23,,True,False,False,True,
002810.SZ,2016-08-26,,True,False,False,True,
002811.SZ,2016-09-08,,True,False,False,True,
002812.SZ,2016-09-14,,True,True,True,True,
002813.SZ,2016-10-12,,True,False,False,True,
002815.SZ,2016-10-12,,True,True,True,True,
002816.SZ,2016-10-25,,True,False,False,True,
002817.SZ,2016-10-25,,True,False,False,True,
002818.SZ,2016-11-09,,True,True,True,True,
002819.SZ,2016-11-11,,True,False,False,True,
002820.SZ,2016-11-18,,True,False,False,True,
002821.SZ,2016-11-18,,True,True,True,True,
002822.SZ,2016-11-29,,True,False,False,True,
002823.SZ,2016-11-24,,True,False,False,True,
002824.SZ,2017-01-12,,True,False,False,True,
002825.SZ,2016-11-29,,True,False,False,True,
002826.SZ,2016-12-09,,True,False,False,True,
002827.SZ,2016-12-09,,True,False,False,True,
002828.SZ,2016-12-08,,True,False,False,True,
002829.SZ,2016-12-13,,True,False,False,True,
002830.SZ,2016-12-13,,True,False,False,True,
002831.SZ,2016-12-16,,True,True,True,True,
002832.SZ,2016-12-23,,True,False,False,True,
002833.SZ,2016-12-28,,True,False,False,True,
002835.SZ,2016-12-28,,True,False,False,True,
002836.SZ,2016-12-29,,True,False,False,True,
002837.SZ,2016-12-29,,True,True,True,True,
002838.SZ,2017-01-06,,True,False,False,True,
002839.SZ,2017-01-24,,True,True,True,True,
002840.SZ,2017-01-10,,True,False,False,True,
002841.SZ,2017-01-19,,True,True,True,True,
002842.SZ,2017-01-19,,True,False,False,True,
002843.SZ,2017-01-20,,True,False,False,True,
002845.SZ,2017-01-25,,True,False,False,True,
002846.SZ,2017-02-07,,True,False,False,True,
002847.SZ,2017-02-08,,True,False,False,True,
002848.SZ,2017-02-13,,True,False,False,True,
002849.SZ,2017-02-17,,True,False,False,True,
002850.SZ,2017-03-02,,True,True,True,True,
002851.SZ,2017-03-06,,True,True,True,True,
002852.SZ,2017-03-10,,True,False,False,True,
002853.SZ,2017-03-10,,True,False,False,True,
002855.SZ,2017-03-21,,True,False,False,True,
002856.SZ,2017-03-20,,True,False,False,True,
002857.SZ,2017-03-23,,True,False,False,True,
002858.SZ,2017-03-24,,True,False,False,True,
002859.SZ,2017-04-07,,True,False,False,True,
002860.SZ,2017-04-12,,True,False,False,True,
002861.SZ,2017-04-13,,True,False,False,True,
002862.SZ,2017-04-11,,True,False,False,True,
002863.SZ,2017-04-18,,True,False,False,True,
002864.SZ,2017-11-16,,True,False,False,True,
002865.SZ,2017-04-25,,True,True,True,True,
002866.SZ,2017-04-26,,True,False,False,True,
002867.SZ,2017-04-27,,True,True,True,True,
002868.SZ,2017-05-03,,True,False,False,True,
002869.SZ,2017-05-15,,True,False,False,True,
002870.SZ,2017-05-15,,True,False,False,True,
002871.SZ,2017-05-11,,True,False,False,True,
002872.SZ,2017-05-19,,True,False,False,True,
002873.SZ,2017-05-19,,True,False,False,True,
002875.SZ,2017-06-01,,True,False,False,True,
002876.SZ,2017-05-25,,True,False,False,True,
002877.SZ,2017-06-05,,True,False,False,True,
002878.SZ,2017-06-06,,True,False,False,True,
002879.SZ,2017-07-07,,True,False,False,True,
002880.SZ,2017-06-16,,True,False,False,True,
002881.SZ,2017-06-22,,True,False,False,True,
002882.SZ,2017-07-17,,True,False,False,True,
002883.SZ,2017-06-20,,True,False,False,True,
002884.SZ,2017-07-11,,True,False,False,True,
002885.SZ,2017-06-27,,True,False,False,True,
002886.SZ,2017-06-27,,True,False,False,True,
002887.SZ,2017-08-01,,True,False,False,True,
002888.SZ,2017-07-21,,True,False,False,True,
002889.SZ,2017-07-31,,True,False,False,True,
002890.SZ,2017-08-02,,True,False,False,True,
002891.SZ,2017-08-21,,True,False,False,True,
002892.SZ,2017-08-17,,True,False,False,True,
002893.SZ,2017-09-15,,True,False,False,True,
002895.SZ,2017-08-25,,True,False,False,True,
002896.SZ,2017-08-29,,True,False,False,True,
002897.SZ,2017-09-07,,True,False,False,True,
002898.SZ,2017-09-12,2026-07-17,True,False,True,True,
002899.SZ,2017-09-15,,True,False,False,True,
002900.SZ,2017-09-22,,True,False,False,True,
002901.SZ,2017-09-22,,True,True,True,True,
002902.SZ,2017-09-29,,True,False,False,True,
002903.SZ,2017-10-13,,True,False,False,True,
002905.SZ,2017-10-16,,True,False,False,True,
002906.SZ,2017-10-13,,True,False,False,True,
002907.SZ,2017-10-20,,True,False,False,True,
002908.SZ,2017-10-20,,True,False,False,True,
002909.SZ,2017-10-26,,True,False,False,True,
002910.SZ,2017-10-31,,True,False,False,True,
002911.SZ,2017-11-22,,True,False,False,True,
002912.SZ,2017-11-21,,True,False,False,True,
002913.SZ,2017-12-01,,True,False,False,True,
002915.SZ,2017-12-05,,True,False,False,True,
002916.SZ,2017-12-13,,True,True,True,True,
002917.SZ,2017-12-08,,True,False,False,True,
002918.SZ,2017-12-19,,True,False,False,True,
002919.SZ,2017-12-18,,True,False,False,True,
002920.SZ,2017-12-26,,True,True,True,True,
002921.SZ,2017-12-27,,True,False,False,True,
002922.SZ,2017-12-29,,True,False,False,True,
002923.SZ,2018-01-05,,True,False,False,True,
002925.SZ,2018-01-15,,True,True,True,True,
002926.SZ,2018-02-05,,True,True,True,True,
002927.SZ,2018-02-23,,True,False,False,True,
002928.SZ,2018-03-02,,True,False,False,True,
002929.SZ,2018-03-01,,True,False,False,True,
002930.SZ,2018-03-28,,True,False,False,True,
002931.SZ,2018-04-03,,True,False,False,True,
002932.SZ,2018-07-10,,True,False,False,True,
002933.SZ,2018-08-28,,True,False,False,True,
002935.SZ,2018-09-03,,True,False,False,True,
002936.SZ,2018-09-19,,True,True,True,True,
002937.SZ,2018-09-26,,True,False,False,True,
002938.SZ,2018-09-18,,True,False,False,True,
002939.SZ,2018-10-26,,True,True,True,True,
002940.SZ,2018-10-23,,True,False,False,True,
002941.SZ,2018-11-28,,True,True,True,True,
002942.SZ,2018-12-05,,True,False,False,True,
002943.SZ,2018-11-29,,True,False,False,True,
002945.SZ,2019-01-17,,True,True,True,True,
002946.SZ,2019-01-25,,True,True,True,True,
002947.SZ,2019-02-01,,True,False,False,True,
002948.SZ,2019-01-16,,True,True,True,True,
002949.SZ,2019-02-26,,True,False,False,True,
002950.SZ,2019-03-11,,True,False,False,True,
002951.SZ,2019-03-15,,True,False,False,True,
002952.SZ,2019-03-28,,True,False,False,True,
002953.SZ,2019-05-09,,True,False,False,True,
002955.SZ,2019-05-23,,True,False,False,True,
002956.SZ,2019-06-19,,True,False,False,True,
002957.SZ,2019-07-26,,True,True,True,True,
002958.SZ,2019-03-26,,True,True,True,True,
002959.SZ,2019-08-23,,True,False,False,True,
002960.SZ,2019-08-09,,True,False,False,True,
002961.SZ,2019-09-05,,True,False,False,True,
002962.SZ,2019-09-17,,True,False,False,True,
002963.SZ,2019-10-28,,True,False,False,True,
002965.SZ,2019-10-25,,True,False,False,True,
002966.SZ,2019-08-02,,True,True,True,True,
002967.SZ,2019-11-08,,True,False,False,True,
002968.SZ,2019-12-03,,True,False,False,True,
002969.SZ,2019-12-02,,True,False,False,True,
002970.SZ,2019-12-17,,True,False,False,True,
002971.SZ,2020-01-13,,True,False,False,True,
002972.SZ,2019-12-27,,True,False,False,True,
002973.SZ,2020-01-06,,True,False,False,True,
002975.SZ,2020-02-05,,True,False,False,True,
002976.SZ,2020-03-06,,True,False,False,True,
002977.SZ,2020-03-17,,True,False,False,True,
002978.SZ,2020-04-17,,True,False,False,True,
002979.SZ,2020-04-08,,True,False,False,True,
002980.SZ,2020-04-15,,True,False,False,True,
002981.SZ,2020-04-17,,True,False,False,True,
002982.SZ,2020-04-24,,True,False,False,True,
002983.SZ,2020-04-28,,True,False,False,True,
002984.SZ,2020-09-11,,True,True,True,True,
002985.SZ,2020-04-29,,True,True,True,True,
002986.SZ,2020-06-02,,True,False,False,True,
002987.SZ,2020-05-07,,True,False,False,True,
002988.SZ,2020-05-18,,True,False,False,True,
002989.SZ,2020-06-10,,True,False,False,True,
002990.SZ,2020-05-25,,True,False,False,True,
002991.SZ,2020-07-31,,True,False,False,True,
002992.SZ,2020-08-03,,True,False,False,True,
002993.SZ,2020-08-17,,True,False,False,True,
002995.SZ,2020-08-05,,True,False,False,True,
002996.SZ,2020-08-28,,True,False,False,True,
002997.SZ,2020-09-03,,True,False,False,True,
002998.SZ,2020-09-25,,True,False,False,True,
002999.SZ,2020-09-03,,True,False,False,True,
003000.SZ,2020-09-14,,True,False,False,True,
003001.SZ,2020-10-13,,True,False,False,True,
003002.SZ,2020-09-22,,True,False,False,True,
003003.SZ,2020-09-21,,True,False,False,True,
003004.SZ,2020-11-26,,True,False,False,True,
003005.SZ,2020-09-22,,True,False,False,True,
003006.SZ,2020-09-21,,True,False,False,True,
003007.SZ,2020-09-23,,True,False,False,True,
003008.SZ,2020-09-23,,True,False,False,True,
003009.SZ,2020-09-25,,True,False,False,True,
003010.SZ,2020-09-25,,True,False,False,True,
003011.SZ,2020-09-30,,True,False,False,True,
003012.SZ,2020-10-19,,True,False,False,True,
003013.SZ,2020-10-22,,True,False,False,True,
003015.SZ,2020-10-21,,True,False,False,True,
003016.SZ,2020-10-26,,True,False,False,True,
003017.SZ,2020-10-26,,True,False,False,True,
003018.SZ,2020-11-06,,True,False,False,True,
003019.SZ,2020-11-17,,True,False,False,True,
003020.SZ,2020-12-15,,True,False,False,True,
003021.SZ,2020-12-04,,True,True,True,True,
003022.SZ,2020-12-08,,True,True,True,True,
003023.SZ,2020-12-11,,True,False,False,True,
003025.SZ,2020-12-11,,True,False,False,True,
003026.SZ,2020-12-18,,True,False,False,True,
003027.SZ,2020-12-18,,True,False,False,True,
003028.SZ,2020-12-28,,True,False,False,True,
003029.SZ,2020-12-24,,True,False,False,True,
003030.SZ,2021-01-06,,True,False,False,True,
003031.SZ,2021-01-04,,True,True,True,True,
003032.SZ,2021-01-12,,True,False,False,True,
003033.SZ,2021-01-11,,True,False,False,True,
003035.SZ,2021-01-19,,True,True,True,True,
003036.SZ,2021-01-28,,True,False,False,True,
003037.SZ,2021-02-04,,True,False,False,True,
003038.SZ,2021-02-10,,True,False,False,True,
003039.SZ,2021-03-08,,True,False,False,True,
003040.SZ,2021-03-22,,True,False,False,True,
003041.SZ,2021-04-06,,True,False,False,True,
003042.SZ,2021-04-06,,True,False,False,True,
003043.SZ,2021-04-06,,True,False,False,True,
003816.SZ,2019-08-26,,True,False,False,True,
300001.SZ,2009-10-30,,True,True,True,True,
300002.SZ,2009-10-30,,True,True,True,True,
300003.SZ,2009-10-30,,True,True,True,True,
300004.SZ,2009-10-30,,True,False,False,True,
300005.SZ,2009-10-30,,True,False,False,True,
300006.SZ,2009-10-30,,True,False,False,True,
300007.SZ,2009-10-30,,True,False,False,True,
300008.SZ,2009-10-30,,True,False,False,True,
300009.SZ,2009-10-30,,True,True,True,True,
300010.SZ,2009-10-30,,True,True,True,True,
300011.SZ,2009-10-30,,True,False,False,True,
300012.SZ,2009-10-30,,True,True,True,True,
300013.SZ,2009-10-30,,True,False,False,True,
300014.SZ,2009-10-30,,True,True,True,True,
300015.SZ,2009-10-30,,True,False,False,True,
300016.SZ,2009-10-30,,True,False,False,True,
300017.SZ,2009-10-30,,True,True,True,True,
300018.SZ,2009-10-30,,True,False,False,True,
300019.SZ,2009-10-30,,True,False,False,True,
300020.SZ,2009-10-30,,True,False,False,True,
300021.SZ,2009-10-30,,True,False,False,True,
300022.SZ,2009-10-30,,True,False,False,True,
300023.SZ,2009-10-30,2022-06-29,True,False,True,True,
300024.SZ,2009-10-30,,True,True,True,True,
300025.SZ,2009-10-30,,True,False,False,True,
300026.SZ,2009-10-30,,True,True,True,True,
300027.SZ,2009-10-30,,True,True,True,True,
300028.SZ,2009-10-30,2020-08-03,True,False,True,True,
300029.SZ,2009-12-25,2026-07-10,True,False,True,True,
300030.SZ,2009-12-25,,True,False,False,True,
300031.SZ,2009-12-25,,True,False,False,True,
300032.SZ,2009-12-25,,True,True,True,True,
300033.SZ,2009-12-25,,True,True,True,True,
300034.SZ,2009-12-25,,True,False,False,True,
300035.SZ,2009-12-25,,True,False,False,True,
300036.SZ,2009-12-25,,True,False,False,True,
300037.SZ,2010-01-08,,True,True,True,True,
300038.SZ,2010-01-08,2022-06-30,True,False,True,True,
300039.SZ,2010-01-08,,True,True,True,True,
300040.SZ,2010-01-08,,True,False,False,True,
300041.SZ,2010-01-08,,True,False,False,True,
300042.SZ,2010-01-08,,True,False,False,True,
300043.SZ,2010-01-20,,True,True,True,True,
300044.SZ,2010-01-20,,True,False,False,True,
300045.SZ,2010-01-20,,True,False,False,True,
300046.SZ,2010-01-20,,True,False,False,True,
300047.SZ,2010-01-20,,True,False,False,True,
300048.SZ,2010-01-20,,True,False,False,True,
300049.SZ,2010-01-20,,True,False,False,True,
300050.SZ,2010-01-20,,True,False,False,True,
300051.SZ,2010-02-11,,True,False,False,True,
300052.SZ,2010-02-11,,True,False,False,True,
300053.SZ,2010-02-11,,True,False,False,True,
300054.SZ,2010-02-11,,True,True,True,True,
300055.SZ,2010-02-26,,True,True,True,True,
300056.SZ,2010-02-26,,True,False,False,True,
300057.SZ,2010-02-26,,True,False,False,True,
300058.SZ,2010-02-26,,True,True,True,True,
300059.SZ,2010-03-19,,True,True,True,True,
300061.SZ,2010-03-19,,True,False,False,True,
300062.SZ,2010-03-19,,True,False,False,True,
300063.SZ,2010-03-26,,True,False,False,True,
300064.SZ,2010-03-26,2022-06-27,True,False,True,True,
300065.SZ,2010-03-26,,True,False,False,True,
300066.SZ,2010-03-26,,True,False,False,True,
300067.SZ,2010-04-21,,True,False,False,True,
300068.SZ,2010-04-21,,True,False,False,True,
300069.SZ,2010-04-21,,True,False,False,True,
300070.SZ,2010-04-21,,True,True,True,True,
300071.SZ,2010-04-21,,True,False,False,True,
300072.SZ,2010-04-27,,True,True,True,True,
300073.SZ,2010-04-27,,True,True,True,True,
300074.SZ,2010-04-27,,True,False,False,True,
300075.SZ,2010-04-27,,True,False,False,True,
300076.SZ,2010-04-30,,True,False,False,True,
300077.SZ,2010-04-30,,True,False,False,True,
300078.SZ,2010-04-30,,True,False,False,True,
300079.SZ,2010-04-30,,True,False,False,True,
300080.SZ,2010-06-25,,True,False,False,True,
300081.SZ,2010-05-20,,True,False,False,True,
300082.SZ,2010-05-20,,True,False,False,True,
300083.SZ,2010-05-20,,True,False,False,True,
300084.SZ,2010-05-20,,True,False,False,True,
300085.SZ,2010-05-26,,True,True,True,True,
300086.SZ,2010-05-26,,True,False,False,True,
300087.SZ,2010-05-26,,True,False,False,True,
300088.SZ,2010-05-26,,True,True,True,True,
300089.SZ,2010-06-25,2023-07-13,True,False,True,True,
300090.SZ,2010-06-25,2020-08-25,True,False,True,True,
300091.SZ,2010-06-25,,True,False,False,True,
300092.SZ,2010-07-08,,True,False,False,True,
300093.SZ,2010-07-08,,True,False,False,True,
300094.SZ,2010-07-08,,True,False,False,True,
300095.SZ,2010-07-28,,True,False,False,True,
300096.SZ,2010-07-28,,True,False,False,True,
300097.SZ,2010-07-28,,True,False,False,True,
300098.SZ,2010-07-28,,True,False,False,True,
300099.SZ,2010-08-06,,True,False,False,True,
300100.SZ,2010-08-06,,True,True,True,True,
300101.SZ,2010-08-06,,True,False,False,True,
300102.SZ,2010-08-12,,True,False,False,True,
300103.SZ,2010-08-12,,True,False,False,True,
300104.SZ,2010-08-12,2020-07-21,True,False,True,True,
300105.SZ,2010-08-20,,True,False,False,True,
300106.SZ,2010-08-20,,True,False,False,True,
300107.SZ,2010-08-20,,True,False,False,True,
300108.SZ,2010-08-25,2025-05-29,True,False,True,True,
300109.SZ,2010-08-25,,True,False,False,True,
300110.SZ,2010-08-25,,True,False,False,True,
300111.SZ,2010-08-27,,True,False,False,True,
300112.SZ,2010-08-27,,True,False,False,True,
300113.SZ,2010-08-27,,True,True,True,True,
300115.SZ,2010-09-02,,True,True,True,True,
300116.SZ,2010-09-02,2024-07-25,True,True,True,True,
300117.SZ,2010-09-02,2025-04-30,True,False,True,True,
300118.SZ,2010-09-02,,True,True,True,True,
300119.SZ,2010-09-17,,True,False,False,True,
300120.SZ,2010-09-17,,True,False,False,True,
300121.SZ,2010-09-17,,True,False,False,True,
300122.SZ,2010-09-28,,True,True,True,True,
300123.SZ,2010-09-28,,True,False,False,True,
300124.SZ,2010-09-28,,True,False,False,True,
300125.SZ,2010-10-13,,True,False,False,True,
300126.SZ,2010-10-13,,True,False,False,True,
300127.SZ,2010-10-13,,True,False,False,True,
300128.SZ,2010-10-13,,True,False,False,True,
300129.SZ,2010-10-19,,True,False,False,True,
300130.SZ,2010-10-19,,True,False,False,True,
300131.SZ,2010-10-19,,True,False,False,True,
300132.SZ,2010-10-26,,True,False,False,True,
300133.SZ,2010-10-26,,True,True,True,True,
300134.SZ,2010-10-26,,True,True,True,True,
300135.SZ,2010-10-26,,True,False,False,True,
300136.SZ,2010-11-05,,True,True,True,True,
300137.SZ,2010-11-05,,True,False,False,True,
300138.SZ,2010-11-05,,True,False,False,True,
300139.SZ,2010-11-12,,True,False,False,True,
300140.SZ,2010-11-12,,True,True,True,True,
300141.SZ,2010-11-12,,True,False,False,True,
300142.SZ,2010-11-12,,True,True,True,True,
300143.SZ,2010-12-09,,True,False,False,True,
300144.SZ,2010-12-09,,True,True,True,True,
300145.SZ,2010-12-09,,True,False,False,True,
300146.SZ,2010-12-15,,True,True,True,True,
300147.SZ,2010-12-15,,True,True,True,True,
300148.SZ,2010-12-15,,True,False,False,True,
300149.SZ,2010-12-22,,True,False,False,True,
300150.SZ,2010-12-22,,True,False,False,True,
300151.SZ,2010-12-22,,True,False,False,True,
300152.SZ,2010-12-29,,True,False,False,True,
300153.SZ,2010-12-29,,True,False,False,True,
300154.SZ,2010-12-29,,True,False,False,True,
300155.SZ,2011-01-07,,True,False,False,True,
300156.SZ,2011-01-07,2020-08-25,True,True,True,True,
300157.SZ,2011-01-07,,True,False,False,True,
300158.SZ,2011-01-07,,True,False,False,True,
300159.SZ,2011-01-07,,True,True,True,True,
300160.SZ,2011-01-13,,True,False,False,True,
300161.SZ,2011-01-13,,True,False,False,True,
300162.SZ,2011-01-13,,True,False,False,True,
300163.SZ,2011-01-13,,True,False,False,True,
300164.SZ,2011-01-13,,True,False,False,True,
300165.SZ,2011-01-25,,True,False,False,True,
300166.SZ,2011-01-25,,True,True,True,True,
300167.SZ,2011-01-25,,True,False,False,True,
300168.SZ,2011-01-25,,True,True,True,True,
300169.SZ,2011-01-25,,True,False,False,True,
300170.SZ,2011-02-01,,True,False,False,True,
300171.SZ,2011-02-01,,True,False,False,True,
300172.SZ,2011-02-01,,True,False,False,True,
300173.SZ,2011-02-01,,True,False,False,True,
300174.SZ,2011-02-01,,True,False,False,True,
300175.SZ,2011-02-15,,True,False,False,True,
300176.SZ,2011-02-15,,True,False,False,True,
300177.SZ,2011-02-15,,True,False,False,True,
300178.SZ,2011-02-15,2022-06-22,True,False,True,True,
300179.SZ,2011-02-15,,True,False,False,True,
300180.SZ,2011-02-22,,True,True,True,True,
300181.SZ,2011-02-22,,True,False,False,True,
300182.SZ,2011-02-22,,True,True,True,True,
300183.SZ,2011-02-22,,True,False,False,True,
300184.SZ,2011-02-22,,True,False,False,True,
300185.SZ,2011-03-08,,True,False,False,True,
300186.SZ,2011-03-08,2015-11-02,True,False,True,True,
300187.SZ,2011-03-08,,True,False,False,True,
300188.SZ,2011-03-16,,True,False,False,True,
300189.SZ,2011-03-16,,True,False,False,True,
300190.SZ,2011-03-16,,True,False,False,True,
300191.SZ,2011-03-16,,True,False,False,True,
300192.SZ,2011-03-22,,True,False,False,True,
300193.SZ,2011-03-22,,True,False,False,True,
300194.SZ,2011-03-22,,True,False,False,True,
300195.SZ,2011-03-29,,True,False,False,True,
300196.SZ,2011-03-29,,True,False,False,True,
300197.SZ,2011-03-29,,True,True,True,True,
300198.SZ,2011-04-07,,True,False,False,True,
300199.SZ,2011-04-07,,True,True,True,True,
300200.SZ,2011-04-07,,True,False,False,True,
300201.SZ,2011-04-07,,True,False,False,True,
300202.SZ,2011-04-15,2022-07-04,True,True,True,True,
300203.SZ,2011-04-15,,True,False,False,True,
300204.SZ,2011-04-15,,True,False,False,True,
300205.SZ,2011-04-21,,True,False,False,True,
300206.SZ,2011-04-21,,True,False,False,True,
300207.SZ,2011-04-21,,True,True,True,True,
300208.SZ,2011-04-26,2025-07-21,True,False,True,True,
300209.SZ,2011-04-26,,True,False,False,True,
300210.SZ,2011-04-26,,True,False,False,True,
300211.SZ,2011-05-05,,True,False,False,True,
300212.SZ,2011-05-05,,True,True,True,True,
300213.SZ,2011-05-05,,True,False,False,True,
300214.SZ,2011-05-11,,True,False,False,True,
300215.SZ,2011-05-11,,True,False,False,True,
300216.SZ,2011-05-11,2020-09-16,True,False,True,True,
300217.SZ,2011-05-18,,True,False,False,True,
300218.SZ,2011-05-18,,True,False,False,True,
300219.SZ,2011-05-18,,True,False,False,True,
300220.SZ,2011-05-25,,True,False,False,True,
300221.SZ,2011-05-25,,True,False,False,True,
300222.SZ,2011-05-25,,True,False,False,True,
300223.SZ,2011-05-31,,True,True,True,True,
300224.SZ,2011-05-31,,True,False,False,True,
300225.SZ,2011-05-31,,True,False,False,True,
300226.SZ,2011-06-08,,True,False,False,True,
300227.SZ,2011-06-08,,True,False,False,True,
300228.SZ,2011-06-08,,True,False,False,True,
300229.SZ,2011-06-15,,True,False,False,True,
300230.SZ,2011-06-15,,True,False,False,True,
300231.SZ,2011-06-15,,True,False,False,True,
300232.SZ,2011-06-22,,True,False,False,True,
300233.SZ,2011-06-22,,True,False,False,True,
300234.SZ,2011-06-22,,True,False,False,True,
300235.SZ,2011-06-29,,True,False,False,True,
300236.SZ,2011-06-29,,True,False,False,True,
300237.SZ,2011-06-29,,True,False,False,True,
300238.SZ,2011-07-06,,True,False,False,True,
300239.SZ,2011-07-06,,True,False,False,True,
300240.SZ,2011-07-06,,True,False,False,True,
300241.SZ,2011-07-12,,True,False,False,True,
300242.SZ,2011-07-12,,True,False,False,True,
300243.SZ,2011-07-12,,True,False,False,True,
300244.SZ,2011-07-19,,True,True,True,True,
300245.SZ,2011-07-19,,True,False,False,True,
300246.SZ,2011-07-19,,True,False,False,True,
300247.SZ,2011-07-29,,True,False,False,True,
