mean,std,icir,hit_rate,t_stat,count,regime,factor,return_col,method
-0.035093081411503205,0.05414193840940991,-0.6481681750316498,0.25,-1.2963363500632996,4.0,range,vol_60,future_return_20,spearman
-0.04542928591275355,0.07668623058917724,-0.5924047324235676,0.5,-1.1848094648471352,4.0,range,beta_60,future_return_20,spearman
,,,,,0.0,range,idio_vol_60,future_return_20,spearman
-0.03325923867741041,0.1009955185795488,-0.3293140046725328,0.2,-1.0413823201565358,10.0,range,turnover_20,future_return_20,spearman
0.010202834120589055,0.06713683818515312,0.15197072719527246,0.5,0.4805736356091533,10.0,range,amihud_20,future_return_20,spearman
0.006926166359342247,0.2074657114489324,0.033384631662601846,0.5454545454545454,0.1107242969890691,11.0,range,mf_5,future_return_20,spearman
0.14536260072242294,0.16433101600854325,0.884571910118695,0.8,2.7972619901808207,10.0,range,mf_20,future_return_20,spearman
0.1396165601555988,0.1634062646824079,0.8544137547416182,0.8,2.701893529160004,10.0,range,large_order_mf_20,future_return_20,spearman
0.10813651940353806,0.12618228761467634,0.8569865188508489,0.75,2.9686883841025073,12.0,range,revenue_yoy,future_return_20,spearman
0.06850977123274986,0.117588376125391,0.5826236698744278,0.75,2.0182675958294913,12.0,range,profit_yoy,future_return_20,spearman
0.0882235806242475,0.11885619781758387,0.7422716042090611,0.5833333333333334,2.5713042630115006,12.0,range,roe_delta,future_return_20,spearman
0.1579512827637307,0.135737351563891,1.1636537838988532,0.75,4.031014952265178,12.0,range,size,future_return_20,spearman
0.062267296471242024,0.11464891174372177,0.5431128435866014,0.75,1.881398078670404,12.0,range,bp,future_return_20,spearman
0.06859312772066317,0.09189219243857065,0.7464521838078599,0.8333333333333334,2.585786215551911,12.0,range,ep,future_return_20,spearman
0.06327220524219691,0.12497841501360345,0.5062650637336853,0.6666666666666666,1.7537536249676773,12.0,range,sp,future_return_20,spearman
0.06043345373714922,0.10548073077059586,0.5729335898191923,0.5833333333333334,1.9847001738593357,12.0,range,cfp,future_return_20,spearman
0.029434102065388542,0.06382107822217786,0.4611971919828859,0.6666666666666666,1.129697791162483,6.0,range,mom_20,future_return_20,spearman
,,,,,0.0,range,mom_60_skip5,future_return_20,spearman
,,,,,0.0,range,mom_120,future_return_20,spearman
0.03927353557806462,0.12308674676081553,0.3190720090635078,0.6363636363636364,1.0582421351685327,11.0,range,rev_5,future_return_20,spearman
-0.029434102065388542,0.06382107822217786,-0.4611971919828859,0.3333333333333333,-1.129697791162483,6.0,range,rev_20,future_return_20,spearman
-0.19847179772158938,0.06453743156416707,-3.0752974345478337,0.0,-6.150594869095667,4.0,range,turnover_chg_20,future_return_20,spearman
0.18013337038066135,0.08902510488280554,2.0233996985209126,1.0,4.046799397041825,4.0,range,amount_mom_20,future_return_20,spearman
