trade_date,size_bucket,factor,total,non_missing,coverage
2022-09-09,2,debt_ratio,12,12,1.0
2022-09-09,3,debt_ratio,12,12,1.0
2022-09-09,4,debt_ratio,12,12,1.0
2022-06-20,0,asset_turnover,12,12,1.0
2022-06-20,1,asset_turnover,12,12,1.0
2022-06-20,2,asset_turnover,12,12,1.0
2022-06-20,3,asset_turnover,12,12,1.0
2022-06-20,4,asset_turnover,12,12,1.0
2022-06-21,0,asset_turnover,12,12,1.0
2022-06-21,1,asset_turnover,12,12,1.0
2022-06-21,2,asset_turnover,12,12,1.0
2022-06-21,3,asset_turnover,12,12,1.0
2022-06-21,4,asset_turnover,12,12,1.0
2022-06-22,0,asset_turnover,12,12,1.0
2022-06-22,1,asset_turnover,12,12,1.0
2022-06-22,2,asset_turnover,12,12,1.0
2022-06-22,3,asset_turnover,12,12,1.0
2022-06-22,4,asset_turnover,12,12,1.0
2022-06-23,0,asset_turnover,12,12,1.0
2022-06-23,1,asset_turnover,12,12,1.0
2022-06-23,2,asset_turnover,12,12,1.0
2022-06-23,3,asset_turnover,12,12,1.0
2022-06-23,4,asset_turnover,12,12,1.0
2022-06-24,0,asset_turnover,12,12,1.0
2022-06-24,1,asset_turnover,12,12,1.0
2022-06-24,2,asset_turnover,12,12,1.0
2022-06-24,3,asset_turnover,12,12,1.0
2022-06-24,4,asset_turnover,12,12,1.0
2022-06-27,0,asset_turnover,12,12,1.0
2022-06-27,1,asset_turnover,12,12,1.0
2022-06-27,2,asset_turnover,12,12,1.0
2022-06-27,3,asset_turnover,12,12,1.0
2022-06-27,4,asset_turnover,12,12,1.0
2022-06-28,0,asset_turnover,12,12,1.0
2022-06-28,1,asset_turnover,12,12,1.0
2022-06-28,2,asset_turnover,12,12,1.0
2022-06-28,3,asset_turnover,12,12,1.0
2022-06-28,4,asset_turnover,12,12,1.0
2022-06-29,0,asset_turnover,12,12,1.0
2022-06-29,1,asset_turnover,12,12,1.0
2022-06-29,2,asset_turnover,12,12,1.0
2022-06-29,3,asset_turnover,12,12,1.0
2022-06-29,4,asset_turnover,12,12,1.0
2022-06-30,0,asset_turnover,12,12,1.0
2022-06-30,1,asset_turnover,12,12,1.0
2022-06-30,2,asset_turnover,12,12,1.0
2022-06-30,3,asset_turnover,12,12,1.0
2022-06-30,4,asset_turnover,12,12,1.0
2022-07-01,0,asset_turnover,12,12,1.0
2022-07-01,1,asset_turnover,12,12,1.0
2022-07-01,2,asset_turnover,12,12,1.0
2022-07-01,3,asset_turnover,12,12,1.0
2022-07-01,4,asset_turnover,12,12,1.0
2022-07-04,0,asset_turnover,12,12,1.0
2022-07-04,1,asset_turnover,12,12,1.0
2022-07-04,2,asset_turnover,12,12,1.0
2022-07-04,3,asset_turnover,12,12,1.0
2022-07-04,4,asset_turnover,12,12,1.0
2022-07-05,0,asset_turnover,12,12,1.0
2022-07-05,1,asset_turnover,12,12,1.0
2022-07-05,2,asset_turnover,12,12,1.0
2022-07-05,3,asset_turnover,12,12,1.0
2022-07-05,4,asset_turnover,12,12,1.0
2022-07-06,0,asset_turnover,12,12,1.0
2022-07-06,1,asset_turnover,12,12,1.0
2022-07-06,2,asset_turnover,12,12,1.0
2022-07-06,3,asset_turnover,12,12,1.0
2022-07-06,4,asset_turnover,12,12,1.0
2022-07-07,0,asset_turnover,12,12,1.0
2022-07-07,1,asset_turnover,12,12,1.0
2022-07-07,2,asset_turnover,12,12,1.0
2022-07-07,3,asset_turnover,12,12,1.0
2022-07-07,4,asset_turnover,12,12,1.0
2022-07-08,0,asset_turnover,12,12,1.0
2022-07-08,1,asset_turnover,12,12,1.0
2022-07-08,2,asset_turnover,12,12,1.0
2022-07-08,3,asset_turnover,12,12,1.0
2022-07-08,4,asset_turnover,12,12,1.0
2022-07-11,0,asset_turnover,12,12,1.0
2022-07-11,1,asset_turnover,12,12,1.0
2022-07-11,2,asset_turnover,12,12,1.0
2022-07-11,3,asset_turnover,12,12,1.0
2022-07-11,4,asset_turnover,12,12,1.0
2022-07-12,0,asset_turnover,12,12,1.0
2022-07-12,1,asset_turnover,12,12,1.0
2022-07-12,2,asset_turnover,12,12,1.0
2022-07-12,3,asset_turnover,12,12,1.0
2022-07-12,4,asset_turnover,12,12,1.0
2022-07-13,0,asset_turnover,12,12,1.0
2022-07-13,1,asset_turnover,12,12,1.0
2022-07-13,2,asset_turnover,12,12,1.0
2022-07-13,3,asset_turnover,12,12,1.0
2022-07-13,4,asset_turnover,12,12,1.0
2022-07-14,0,asset_turnover,12,12,1.0
2022-07-14,1,asset_turnover,12,12,1.0
2022-07-14,2,asset_turnover,12,12,1.0
2022-07-14,3,asset_turnover,12,12,1.0
2022-07-14,4,asset_turnover,12,12,1.0
2022-07-15,0,asset_turnover,12,12,1.0
2022-07-15,1,asset_turnover,12,12,1.0
2022-07-15,2,asset_turnover,12,12,1.0
2022-07-15,3,asset_turnover,12,12,1.0
2022-07-15,4,asset_turnover,12,12,1.0
2022-07-18,0,asset_turnover,12,12,1.0
2022-07-18,1,asset_turnover,12,12,1.0
2022-07-18,2,asset_turnover,12,12,1.0
2022-07-18,3,asset_turnover,12,12,1.0
2022-07-18,4,asset_turnover,12,12,1.0
2022-07-19,0,asset_turnover,12,12,1.0
2022-07-19,1,asset_turnover,12,12,1.0
2022-07-19,2,asset_turnover,12,12,1.0
2022-07-19,3,asset_turnover,12,12,1.0
2022-07-19,4,asset_turnover,12,12,1.0
2022-07-20,0,asset_turnover,12,12,1.0
2022-07-20,1,asset_turnover,12,12,1.0
2022-07-20,2,asset_turnover,12,12,1.0
2022-07-20,3,asset_turnover,12,12,1.0
2022-07-20,4,asset_turnover,12,12,1.0
